province_code,date,title,prize_codes,prize_order
KH79,10-9-2023,G4,17298 54207 14837 09200 02833 70265 61615,4
KH79,10-9-2023,G3,65371 95959,6
KH79,10-9-2023,G2,04503,7
KH79,10-9-2023,G1,32354,8
KH79,10-9-2023,ĐB,936350,9
KH79,13-9-2023,G8,42,0
KH79,13-9-2023,G7,362,1
KH79,13-9-2023,G6,6537 6268 1397,2
KH79,13-9-2023,G5,2255,3
KH79,13-9-2023,G4,86906 59590 35757 52539 68646 68325 76419,4
KH79,13-9-2023,G3,96302 86823,6
KH79,13-9-2023,G2,25833,7
KH79,13-9-2023,G1,38478,8
KH79,13-9-2023,ĐB,424317,9
KH79,17-9-2023,G8,22,0
KH79,17-9-2023,G7,071,1
KH79,17-9-2023,G6,4152 2429 5621,2
KH79,17-9-2023,G5,1398,3
KH79,17-9-2023,G4,02819 84047 59247 01352 11978 34597 58100,4
KH79,17-9-2023,G3,94867 03750,6
KH79,17-9-2023,G2,73129,7
KH79,17-9-2023,G1,61640,8
KH79,17-9-2023,ĐB,276788,9
KH79,20-9-2023,G8,49,0
KH79,20-9-2023,G7,398,1
KH79,20-9-2023,G6,9920 9610 8989,2
KH79,20-9-2023,G5,6078,3
KH79,20-9-2023,G4,83805 51621 30737 40360 78898 52869 47736,4
KH79,20-9-2023,G3,89472 25303,6
KH79,20-9-2023,G2,45585,7
KH79,20-9-2023,G1,97446,8
KH79,20-9-2023,ĐB,221985,9
KH79,24-9-2023,G8,77,0
KH79,24-9-2023,G7,294,1
KH79,24-9-2023,G6,4650 8285 2902,2
KH79,24-9-2023,G5,7260,3
KH79,24-9-2023,G4,59214 63985 97684 39588 19108 04526 27656,4
KH79,24-9-2023,G3,14351 84767,6
KH79,24-9-2023,G2,89762,7
KH79,24-9-2023,G1,08803,8
KH79,24-9-2023,ĐB,023054,9
KH79,27-9-2023,G8,24,0
KH79,27-9-2023,G7,710,1
KH79,27-9-2023,G6,9901 2447 9271,2
KH79,27-9-2023,G5,3232,3
KH79,27-9-2023,G4,66427 98230 34838 99536 60392 60634 75506,4
KH79,27-9-2023,G3,13376 34075,6
KH79,27-9-2023,G2,44930,7
KH79,27-9-2023,G1,53253,8
KH79,27-9-2023,ĐB,253781,9
KH79,1-10-2023,G8,97,0
KH79,1-10-2023,G7,841,1
KH79,1-10-2023,G6,1867 3645 0309,2
KH79,1-10-2023,G5,5229,3
KH79,1-10-2023,G4,19461 97828 92320 61721 90356 49959 68737,4
KH79,1-10-2023,G3,98972 59878,6
KH79,1-10-2023,G2,29338,7
KH79,1-10-2023,G1,90208,8
KH79,1-10-2023,ĐB,417218,9
KH79,4-10-2023,G8,56,0
KH79,4-10-2023,G7,423,1
KH79,4-10-2023,G6,2168 0828 9555,2
KH79,4-10-2023,G5,6893,3
KH79,4-10-2023,G4,64510 56390 13267 45085 75125 21105 62759,4
KH79,4-10-2023,G3,31078 20393,6
KH79,4-10-2023,G2,33893,7
KH79,4-10-2023,G1,23661,8
KH79,4-10-2023,ĐB,842358,9
KH79,8-10-2023,G8,65,0
KH79,8-10-2023,G7,255,1
KH79,8-10-2023,G6,3585 7370 4062,2
KH79,8-10-2023,G5,2195,3
KH79,8-10-2023,G4,03514 88419 17221 78331 87167 61796 66330,4
KH79,8-10-2023,G3,50532 32381,6
KH79,8-10-2023,G2,51090,7
KH79,8-10-2023,G1,36268,8
KH79,8-10-2023,ĐB,249660,9
KH79,11-10-2023,G8,08,0
KH79,11-10-2023,G7,867,1
KH79,11-10-2023,G6,3524 0510 3139,2
KH79,11-10-2023,G5,1653,3
KH79,11-10-2023,G4,42657 43178 46598 15429 86313 63495 55031,4
KH79,11-10-2023,G3,55075 98996,6
KH79,11-10-2023,G2,94280,7
KH79,11-10-2023,G1,93878,8
KH79,11-10-2023,ĐB,413689,9
KH79,15-10-2023,G8,11,0
KH79,15-10-2023,G7,724,1
KH79,15-10-2023,G6,9790 7825 9902,2
KH79,15-10-2023,G5,4715,3
KH79,15-10-2023,G4,26936 42857 30012 86684 06357 48759 83981,4
KH79,15-10-2023,G3,55416 01323,6
KH79,15-10-2023,G2,28146,7
KH79,15-10-2023,G1,68283,8
KH79,15-10-2023,ĐB,116703,9
KH79,18-10-2023,G8,53,0
KH79,18-10-2023,G7,455,1
KH79,18-10-2023,G6,8271 2242 1261,2
KH79,18-10-2023,G5,2464,3
KH79,18-10-2023,G4,32060 85228 91619 13739 52228 95183 55615,4
KH79,18-10-2023,G3,81033 13086,6
KH79,18-10-2023,G2,05328,7
KH79,18-10-2023,G1,63134,8
KH79,18-10-2023,ĐB,706466,9
KH79,22-10-2023,G8,83,0
KH79,22-10-2023,G7,903,1
KH79,22-10-2023,G6,8680 3639 9458,2
KH79,22-10-2023,G5,7402,3
KH79,22-10-2023,G4,81449 16073 60865 11470 17288 78273 84473,4
KH79,22-10-2023,G3,82647 45688,6
KH79,22-10-2023,G2,61978,7
KH79,22-10-2023,G1,20006,8
KH79,22-10-2023,ĐB,307437,9
KH79,25-10-2023,G8,55,0
KH79,25-10-2023,G7,432,1
KH79,25-10-2023,G6,3710 8997 6942,2
KH79,25-10-2023,G5,4096,3
KH79,25-10-2023,G4,44576 42936 19586 32393 14706 10283 56885,4
KH79,25-10-2023,G3,12765 62050,6
KH79,25-10-2023,G2,46481,7
KH79,25-10-2023,G1,01001,8
KH79,25-10-2023,ĐB,888377,9
KH79,29-10-2023,G8,54,0
KH79,29-10-2023,G7,615,1
KH79,29-10-2023,G6,2227 1017 5371,2
KH79,29-10-2023,G5,8609,3
KH79,29-10-2023,G4,12198 28426 32467 47982 23168 84618 88111,4
KH79,29-10-2023,G3,36471 30517,6
KH79,29-10-2023,G2,64259,7
KH79,29-10-2023,G1,32520,8
KH79,29-10-2023,ĐB,758648,9
KH79,1-11-2023,G8,28,0
KH79,1-11-2023,G7,988,1
KH79,1-11-2023,G6,9327 3515 9463,2
KH79,1-11-2023,G5,7203,3
KH79,1-11-2023,G4,25387 05282 78109 32083 55964 05699 38720,4
KH79,1-11-2023,G3,80349 84363,6
KH79,1-11-2023,G2,29404,7
KH79,1-11-2023,G1,17658,8
KH79,1-11-2023,ĐB,951961,9
