province_code,date,title,prize_codes,prize_order
KH79,5-3-2023,G1,76496,8
KH79,5-3-2023,ĐB,874783,9
KH79,8-3-2023,G8,16,0
KH79,8-3-2023,G7,129,1
KH79,8-3-2023,G6,5601 2000 9451,2
KH79,8-3-2023,G5,2581,3
KH79,8-3-2023,G4,51522 64973 30325 20830 56255 20679 84811,4
KH79,8-3-2023,G3,24244 88582,6
KH79,8-3-2023,G2,59937,7
KH79,8-3-2023,G1,50984,8
KH79,8-3-2023,ĐB,805278,9
KH79,12-3-2023,G8,35,0
KH79,12-3-2023,G7,279,1
KH79,12-3-2023,G6,0887 0529 5540,2
KH79,12-3-2023,G5,7049,3
KH79,12-3-2023,G4,12911 77809 44950 33571 49745 30336 94128,4
KH79,12-3-2023,G3,87829 51392,6
KH79,12-3-2023,G2,50094,7
KH79,12-3-2023,G1,63160,8
KH79,12-3-2023,ĐB,766924,9
KH79,15-3-2023,G8,09,0
KH79,15-3-2023,G7,329,1
KH79,15-3-2023,G6,6828 9808 0469,2
KH79,15-3-2023,G5,2930,3
KH79,15-3-2023,G4,17412 57594 38766 56387 97421 18027 83261,4
KH79,15-3-2023,G3,73538 74388,6
KH79,15-3-2023,G2,41769,7
KH79,15-3-2023,G1,51142,8
KH79,15-3-2023,ĐB,931669,9
KH79,19-3-2023,G8,02,0
KH79,19-3-2023,G7,768,1
KH79,19-3-2023,G6,7764 3669 2148,2
KH79,19-3-2023,G5,0399,3
KH79,19-3-2023,G4,32755 07527 88786 02632 88606 71287 75076,4
KH79,19-3-2023,G3,07246 18598,6
KH79,19-3-2023,G2,16726,7
KH79,19-3-2023,G1,19522,8
KH79,19-3-2023,ĐB,936909,9
KH79,22-3-2023,G8,54,0
KH79,22-3-2023,G7,601,1
KH79,22-3-2023,G6,0751 4255 4058,2
KH79,22-3-2023,G5,3527,3
KH79,22-3-2023,G4,23598 93822 24675 26693 90556 23703 70954,4
KH79,22-3-2023,G3,24881 66462,6
KH79,22-3-2023,G2,90834,7
KH79,22-3-2023,G1,69292,8
KH79,22-3-2023,ĐB,995942,9
KH79,26-3-2023,G8,77,0
KH79,26-3-2023,G7,092,1
KH79,26-3-2023,G6,7862 3917 8092,2
KH79,26-3-2023,G5,4311,3
KH79,26-3-2023,G4,42630 21918 34943 45089 39020 84086 85896,4
KH79,26-3-2023,G3,56627 70788,6
KH79,26-3-2023,G2,88822,7
KH79,26-3-2023,G1,39051,8
KH79,26-3-2023,ĐB,893750,9
KH79,29-3-2023,G8,84,0
KH79,29-3-2023,G7,662,1
KH79,29-3-2023,G6,9966 0698 1788,2
KH79,29-3-2023,G5,6626,3
KH79,29-3-2023,G4,21772 77024 96800 48877 12933 85551 54750,4
KH79,29-3-2023,G3,02486 93935,6
KH79,29-3-2023,G2,03653,7
KH79,29-3-2023,G1,63803,8
KH79,29-3-2023,ĐB,905856,9
KH79,2-4-2023,G8,65,0
KH79,2-4-2023,G7,973,1
KH79,2-4-2023,G6,1686 9473 0303,2
KH79,2-4-2023,G5,9915,3
KH79,2-4-2023,G4,32618 99498 31784 61636 90198 75888 79939,4
KH79,2-4-2023,G3,14352 91177,6
KH79,2-4-2023,G2,35889,7
KH79,2-4-2023,G1,84502,8
KH79,2-4-2023,ĐB,211832,9
KH79,5-4-2023,G8,85,0
KH79,5-4-2023,G7,942,1
KH79,5-4-2023,G6,1736 3681 7570,2
KH79,5-4-2023,G5,4778,3
KH79,5-4-2023,G4,35452 23138 49660 17804 00529 00569 24150,4
KH79,5-4-2023,G3,91254 18396,6
KH79,5-4-2023,G2,90750,7
KH79,5-4-2023,G1,01492,8
KH79,5-4-2023,ĐB,150704,9
KH79,9-4-2023,G8,01,0
KH79,9-4-2023,G7,691,1
KH79,9-4-2023,G6,9883 9078 3697,2
KH79,9-4-2023,G5,9126,3
KH79,9-4-2023,G4,38454 69294 77292 92488 25508 41390 53936,4
KH79,9-4-2023,G3,20542 01290,6
KH79,9-4-2023,G2,25191,7
KH79,9-4-2023,G1,12062,8
KH79,9-4-2023,ĐB,364910,9
KH79,12-4-2023,G8,84,0
KH79,12-4-2023,G7,979,1
KH79,12-4-2023,G6,2945 3728 7667,2
KH79,12-4-2023,G5,4047,3
KH79,12-4-2023,G4,71658 74910 88219 30440 91611 05691 73058,4
KH79,12-4-2023,G3,05922 49492,6
KH79,12-4-2023,G2,87233,7
KH79,12-4-2023,G1,40373,8
KH79,12-4-2023,ĐB,787288,9
KH79,16-4-2023,G8,05,0
KH79,16-4-2023,G7,253,1
KH79,16-4-2023,G6,3594 5502 7298,2
KH79,16-4-2023,G5,6198,3
KH79,16-4-2023,G4,06459 07738 43676 43210 71246 32048 15165,4
KH79,16-4-2023,G3,92510 88691,6
KH79,16-4-2023,G2,59626,7
KH79,16-4-2023,G1,66228,8
KH79,16-4-2023,ĐB,016849,9
KH79,19-4-2023,G8,83,0
KH79,19-4-2023,G7,630,1
KH79,19-4-2023,G6,0374 5321 1310,2
KH79,19-4-2023,G5,5099,3
KH79,19-4-2023,G4,15346 91276 56002 00701 64827 16338 74941,4
KH79,19-4-2023,G3,37960 18737,6
KH79,19-4-2023,G2,69608,7
KH79,19-4-2023,G1,75231,8
KH79,19-4-2023,ĐB,024139,9
KH79,23-4-2023,G8,56,0
KH79,23-4-2023,G7,454,1
KH79,23-4-2023,G6,8224 4202 8434,2
KH79,23-4-2023,G5,6453,3
KH79,23-4-2023,G4,02585 24865 14789 41426 35199 58914 20142,4
KH79,23-4-2023,G3,09731 12920,6
KH79,23-4-2023,G2,29627,7
KH79,23-4-2023,G1,08545,8
KH79,23-4-2023,ĐB,510739,9
KH79,26-4-2023,G8,35,0
KH79,26-4-2023,G7,282,1
KH79,26-4-2023,G6,8760 7531 8069,2
KH79,26-4-2023,G5,6294,3
KH79,26-4-2023,G4,78925 56799 77141 95736 87780 48859 28490,4
KH79,26-4-2023,G3,84183 34077,6
KH79,26-4-2023,G2,65582,7
KH79,26-4-2023,G1,84701,8
KH79,26-4-2023,ĐB,206574,9
KH79,30-4-2023,G8,86,0
KH79,30-4-2023,G7,617,1
KH79,30-4-2023,G6,6712 1949 2221,2
KH79,30-4-2023,G5,4173,3
KH79,30-4-2023,G4,39764 57078 68349 21210 84388 12225 24181,4
KH79,30-4-2023,G3,41290 58761,6
KH79,30-4-2023,G2,62529,7
KH79,30-4-2023,G1,68750,8
KH79,30-4-2023,ĐB,336021,9
KH79,3-5-2023,G8,33,0
KH79,3-5-2023,G7,224,1
KH79,3-5-2023,G6,3371 6064 9035,2
KH79,3-5-2023,G5,2650,3
KH79,3-5-2023,G4,89882 85983 21493 66861 19205 60701 12743,4
KH79,3-5-2023,G3,87671 18687,6
KH79,3-5-2023,G2,34518,7
KH79,3-5-2023,G1,44754,8
KH79,3-5-2023,ĐB,899589,9
KH79,7-5-2023,G8,74,0
KH79,7-5-2023,G7,810,1
KH79,7-5-2023,G6,4359 5199 7422,2
KH79,7-5-2023,G5,0611,3
KH79,7-5-2023,G4,86902 23949 49870 77642 70613 30210 29499,4
KH79,7-5-2023,G3,37080 19533,6
KH79,7-5-2023,G2,94672,7
KH79,7-5-2023,G1,24408,8
KH79,7-5-2023,ĐB,661518,9
KH79,10-5-2023,G8,01,0
KH79,10-5-2023,G7,305,1
KH79,10-5-2023,G6,2163 2051 7675,2
KH79,10-5-2023,G5,7453,3
KH79,10-5-2023,G4,73451 16648 88612 21431 35981 05546 02643,4
KH79,10-5-2023,G3,79155 09342,6
KH79,10-5-2023,G2,23408,7
KH79,10-5-2023,G1,26032,8
KH79,10-5-2023,ĐB,312173,9
KH79,14-5-2023,G8,77,0
KH79,14-5-2023,G7,414,1
KH79,14-5-2023,G6,2458 0005 0619,2
KH79,14-5-2023,G5,1999,3
KH79,14-5-2023,G4,23689 33216 73115 07404 15580 49151 47058,4
KH79,14-5-2023,G3,44421 71221,6
KH79,14-5-2023,G2,89546,7
KH79,14-5-2023,G1,75856,8
KH79,14-5-2023,ĐB,157684,9
KH79,17-5-2023,G8,85,0
KH79,17-5-2023,G7,447,1
KH79,17-5-2023,G6,6457 9183 7747,2
KH79,17-5-2023,G5,5384,3
KH79,17-5-2023,G4,77197 33936 11172 42440 13986 26313 84191,4
KH79,17-5-2023,G3,18998 76807,6
KH79,17-5-2023,G2,61863,7
KH79,17-5-2023,G1,34548,8
KH79,17-5-2023,ĐB,775469,9
KH79,21-5-2023,G8,14,0
KH79,21-5-2023,G7,342,1
KH79,21-5-2023,G6,6424 0242 8430,2
KH79,21-5-2023,G5,3504,3
KH79,21-5-2023,G4,44358 24062 53421 09915 20534 50708 60352,4
KH79,21-5-2023,G3,90472 28124,6
KH79,21-5-2023,G2,14581,7
KH79,21-5-2023,G1,14086,8
KH79,21-5-2023,ĐB,727077,9
KH79,24-5-2023,G8,94,0
KH79,24-5-2023,G7,336,1
KH79,24-5-2023,G6,5724 6499 4808,2
KH79,24-5-2023,G5,9966,3
KH79,24-5-2023,G4,90033 43684 99827 99235 40630 81270 73590,4
KH79,24-5-2023,G3,45734 66315,6
KH79,24-5-2023,G2,02304,7
KH79,24-5-2023,G1,87881,8
KH79,24-5-2023,ĐB,038797,9
KH79,28-5-2023,G8,63,0
KH79,28-5-2023,G7,072,1
KH79,28-5-2023,G6,4439 7375 4163,2
KH79,28-5-2023,G5,6069,3
KH79,28-5-2023,G4,18569 62364 61613 91774 07677 13196 10591,4
KH79,28-5-2023,G3,09705 93168,6
KH79,28-5-2023,G2,64238,7
KH79,28-5-2023,G1,56333,8
KH79,28-5-2023,ĐB,505873,9
KH79,31-5-2023,G8,28,0
KH79,31-5-2023,G7,852,1
KH79,31-5-2023,G6,2857 7036 1215,2
KH79,31-5-2023,G5,9981,3
KH79,31-5-2023,G4,66699 84442 28907 54532 57584 24816 72451,4
KH79,31-5-2023,G3,99220 11024,6
KH79,31-5-2023,G2,52657,7
KH79,31-5-2023,G1,66266,8
KH79,31-5-2023,ĐB,626829,9
KH79,7-6-2023,G8,95,0
KH79,7-6-2023,G7,211,1
KH79,7-6-2023,G6,4129 1903 8848,2
KH79,7-6-2023,G5,4358,3
KH79,7-6-2023,G4,48108 61790 28768 07755 28928 75837 80066,4
KH79,7-6-2023,G3,58940 04491,6
KH79,7-6-2023,G2,02628,7
KH79,7-6-2023,G1,19096,8
KH79,7-6-2023,ĐB,063123,9
KH79,4-6-2023,G8,25,0
KH79,4-6-2023,G7,594,1
KH79,4-6-2023,G6,4772 2924 2303,2
KH79,4-6-2023,G5,5322,3
KH79,4-6-2023,G4,05175 24975 29833 28922 38107 12293 28420,4
KH79,4-6-2023,G3,84464 41199,6
KH79,4-6-2023,G2,32838,7
KH79,4-6-2023,G1,63569,8
KH79,4-6-2023,ĐB,308701,9
KH79,11-6-2023,G8,41,0
KH79,11-6-2023,G7,359,1
KH79,11-6-2023,G6,6979 2166 9171,2
KH79,11-6-2023,G5,0313,3
KH79,11-6-2023,G4,76222 75941 80015 64699 46054 48519 79111,4
KH79,11-6-2023,G3,28111 43175,6
KH79,11-6-2023,G2,06290,7
KH79,11-6-2023,G1,68299,8
KH79,11-6-2023,ĐB,785358,9
KH79,14-6-2023,G8,77,0
KH79,14-6-2023,G7,685,1
KH79,14-6-2023,G6,0783 0686 3267,2
KH79,14-6-2023,G5,8187,3
KH79,14-6-2023,G4,64748 46340 88372 07985 25834 99266 59734,4
KH79,14-6-2023,G3,01151 84285,6
KH79,14-6-2023,G2,99429,7
KH79,14-6-2023,G1,38216,8
KH79,14-6-2023,ĐB,715573,9
KH79,18-6-2023,G8,93,0
KH79,18-6-2023,G7,954,1
KH79,18-6-2023,G6,0869 9298 6864,2
KH79,18-6-2023,G5,8566,3
KH79,18-6-2023,G4,64454 13973 80404 18442 49550 42941 64904,4
KH79,18-6-2023,G3,85134 95965,6
KH79,18-6-2023,G2,33472,7
KH79,18-6-2023,G1,38155,8
KH79,18-6-2023,ĐB,547366,9
KH79,21-6-2023,G8,67,0
KH79,21-6-2023,G7,783,1
KH79,21-6-2023,G6,2073 1774 9198,2
KH79,21-6-2023,G5,3242,3
KH79,21-6-2023,G4,09294 91060 21854 30796 64165 45459 54064,4
KH79,21-6-2023,G3,12807 75338,6
KH79,21-6-2023,G2,53285,7
KH79,21-6-2023,G1,39776,8
KH79,21-6-2023,ĐB,765943,9
KH79,25-6-2023,G8,77,0
KH79,25-6-2023,G7,809,1
KH79,25-6-2023,G6,9215 7676 0409,2
KH79,25-6-2023,G5,8815,3
KH79,25-6-2023,G4,18327 80177 90446 97725 22723 36585 30512,4
KH79,25-6-2023,G3,10223 76433,6
KH79,25-6-2023,G2,52650,7
KH79,25-6-2023,G1,60639,8
KH79,25-6-2023,ĐB,066197,9
KH79,28-6-2023,G8,60,0
KH79,28-6-2023,G7,211,1
KH79,28-6-2023,G6,3454 8994 5573,2
KH79,28-6-2023,G5,9035,3
KH79,28-6-2023,G4,58370 00454 92571 10509 81928 54769 22549,4
KH79,28-6-2023,G3,39941 10091,6
KH79,28-6-2023,G2,31250,7
KH79,28-6-2023,G1,67806,8
KH79,28-6-2023,ĐB,786961,9
KH79,2-7-2023,G8,44,0
KH79,2-7-2023,G7,315,1
KH79,2-7-2023,G6,3617 0401 5640,2
KH79,2-7-2023,G5,9918,3
KH79,2-7-2023,G4,67726 64180 00209 27778 84336 54505 92374,4
KH79,2-7-2023,G3,05194 57726,6
KH79,2-7-2023,G2,12734,7
KH79,2-7-2023,G1,86488,8
KH79,2-7-2023,ĐB,609829,9
KH79,5-7-2023,G8,65,0
KH79,5-7-2023,G7,826,1
KH79,5-7-2023,G6,5916 9730 6455,2
KH79,5-7-2023,G5,5663,3
KH79,5-7-2023,G4,38373 16621 93878 08691 42647 30939 51555,4
KH79,5-7-2023,G3,31664 59293,6
KH79,5-7-2023,G2,35529,7
KH79,5-7-2023,G1,89806,8
KH79,5-7-2023,ĐB,796093,9
KH79,9-7-2023,G8,51,0
KH79,9-7-2023,G7,342,1
KH79,9-7-2023,G6,6924 3049 5715,2
KH79,9-7-2023,G5,8025,3
KH79,9-7-2023,G4,53715 81683 37316 33524 71576 09534 30062,4
KH79,9-7-2023,G3,73092 78330,6
KH79,9-7-2023,G2,06600,7
KH79,9-7-2023,G1,38519,8
KH79,9-7-2023,ĐB,137996,9
KH79,12-7-2023,G8,35,0
KH79,12-7-2023,G7,751,1
KH79,12-7-2023,G6,4473 8120 5395,2
KH79,12-7-2023,G5,3671,3
KH79,12-7-2023,G4,73276 71599 58884 26440 13976 45533 93299,4
KH79,12-7-2023,G3,56069 17462,6
KH79,12-7-2023,G2,28337,7
KH79,12-7-2023,G1,01155,8
KH79,12-7-2023,ĐB,435591,9
KH79,16-7-2023,G8,44,0
KH79,16-7-2023,G7,879,1
KH79,16-7-2023,G6,7067 1445 3314,2
KH79,16-7-2023,G5,2982,3
KH79,16-7-2023,G4,26474 38664 17266 01479 93582 46876 15331,4
KH79,16-7-2023,G3,95867 75945,6
KH79,16-7-2023,G2,79313,7
KH79,16-7-2023,G1,97489,8
KH79,16-7-2023,ĐB,508111,9
KH79,19-7-2023,G8,97,0
KH79,19-7-2023,G7,404,1
KH79,19-7-2023,G6,6668 0135 2613,2
KH79,19-7-2023,G5,2372,3
KH79,19-7-2023,G4,74363 38865 75518 21943 24791 99450 52531,4
KH79,19-7-2023,G3,79080 59822,6
KH79,19-7-2023,G2,73324,7
KH79,19-7-2023,G1,57239,8
KH79,19-7-2023,ĐB,642614,9
KH79,23-7-2023,G8,51,0
KH79,23-7-2023,G7,623,1
KH79,23-7-2023,G6,1124 4320 8728,2
KH79,23-7-2023,G5,4810,3
KH79,23-7-2023,G4,26992 61383 74449 83366 62789 02345 85722,4
KH79,23-7-2023,G3,60762 49156,6
KH79,23-7-2023,G2,82523,7
KH79,23-7-2023,G1,30784,8
KH79,23-7-2023,ĐB,477625,9
KH79,26-7-2023,G8,06,0
KH79,26-7-2023,G7,844,1
KH79,26-7-2023,G6,5373 9044 2621,2
KH79,26-7-2023,G5,8891,3
KH79,26-7-2023,G4,34096 10671 09776 46833 02771 19161 39139,4
KH79,26-7-2023,G3,01813 59231,6
KH79,26-7-2023,G2,31167,7
KH79,26-7-2023,G1,83012,8
KH79,26-7-2023,ĐB,839688,9
KH79,30-7-2023,G8,82,0
KH79,30-7-2023,G7,621,1
KH79,30-7-2023,G6,8826 5443 6471,2
KH79,30-7-2023,G5,1156,3
KH79,30-7-2023,G4,30314 05348 54505 11999 72830 28878 23550,4
KH79,30-7-2023,G3,00126 12225,6
KH79,30-7-2023,G2,52931,7
KH79,30-7-2023,G1,28090,8
KH79,30-7-2023,ĐB,980539,9
KH79,2-8-2023,G8,37,0
KH79,2-8-2023,G7,894,1
KH79,2-8-2023,G6,3619 2204 5081,2
KH79,2-8-2023,G5,7758,3
KH79,2-8-2023,G4,05019 90269 56383 26389 18013 83345 83837,4
KH79,2-8-2023,G3,35663 16493,6
KH79,2-8-2023,G2,28138,7
KH79,2-8-2023,G1,96887,8
KH79,2-8-2023,ĐB,633052,9
KH79,6-8-2023,G8,67,0
KH79,6-8-2023,G7,305,1
KH79,6-8-2023,G6,1478 3340 1357,2
KH79,6-8-2023,G5,1553,3
KH79,6-8-2023,G4,10594 97648 78960 02054 55370 12123 92135,4
KH79,6-8-2023,G3,43547 99703,6
KH79,6-8-2023,G2,19827,7
KH79,6-8-2023,G1,80713,8
KH79,6-8-2023,ĐB,703929,9
KH79,9-8-2023,G8,79,0
KH79,9-8-2023,G7,099,1
KH79,9-8-2023,G6,7163 2021 9892,2
KH79,9-8-2023,G5,3247,3
KH79,9-8-2023,G4,28467 30091 11069 07695 16123 33210 75216,4
KH79,9-8-2023,G3,56368 29283,6
KH79,9-8-2023,G2,25713,7
KH79,9-8-2023,G1,83642,8
KH79,9-8-2023,ĐB,871347,9
KH79,13-8-2023,G8,26,0
KH79,13-8-2023,G7,246,1
KH79,13-8-2023,G6,4843 1756 4022,2
KH79,13-8-2023,G5,0349,3
KH79,13-8-2023,G4,39795 47778 89887 87498 75724 96692 83687,4
KH79,13-8-2023,G3,10432 61920,6
KH79,13-8-2023,G2,65708,7
KH79,13-8-2023,G1,49413,8
KH79,13-8-2023,ĐB,285070,9
KH79,16-8-2023,G8,56,0
KH79,16-8-2023,G7,912,1
KH79,16-8-2023,G6,2005 0670 1933,2
KH79,16-8-2023,G5,5633,3
KH79,16-8-2023,G4,52622 70559 63334 92673 87998 90038 21983,4
KH79,16-8-2023,G3,85553 98997,6
KH79,16-8-2023,G2,86403,7
KH79,16-8-2023,G1,78944,8
KH79,16-8-2023,ĐB,130347,9
KH79,20-8-2023,G8,80,0
KH79,20-8-2023,G7,340,1
KH79,20-8-2023,G6,3868 0945 0456,2
KH79,20-8-2023,G5,9393,3
KH79,20-8-2023,G4,64228 59604 39368 26143 25897 15382 37847,4
KH79,20-8-2023,G3,51688 50023,6
KH79,20-8-2023,G2,68965,7
KH79,20-8-2023,G1,94280,8
KH79,20-8-2023,ĐB,817932,9
KH79,23-8-2023,G8,31,0
KH79,23-8-2023,G7,356,1
KH79,23-8-2023,G6,4120 2470 1725,2
KH79,23-8-2023,G5,2819,3
KH79,23-8-2023,G4,93006 05833 18369 47468 04685 44534 21416,4
KH79,23-8-2023,G3,51321 58928,6
KH79,23-8-2023,G2,38703,7
KH79,23-8-2023,G1,78371,8
KH79,23-8-2023,ĐB,579877,9
KH79,27-8-2023,G8,47,0
KH79,27-8-2023,G7,845,1
KH79,27-8-2023,G6,1918 1708 0089,2
KH79,27-8-2023,G5,6668,3
KH79,27-8-2023,G4,28404 74500 29610 95871 92174 42796 84786,4
KH79,27-8-2023,G3,88392 11932,6
KH79,27-8-2023,G2,28064,7
KH79,27-8-2023,G1,06178,8
KH79,27-8-2023,ĐB,131029,9
KH79,30-8-2023,G8,44,0
KH79,30-8-2023,G7,594,1
KH79,30-8-2023,G6,2280 2320 7827,2
KH79,30-8-2023,G5,9991,3
KH79,30-8-2023,G4,94383 68799 96463 18751 81834 08902 19024,4
KH79,30-8-2023,G3,12961 03984,6
KH79,30-8-2023,G2,33442,7
KH79,30-8-2023,G1,40520,8
KH79,30-8-2023,ĐB,008755,9
KH79,3-9-2023,G8,52,0
KH79,3-9-2023,G7,457,1
KH79,3-9-2023,G6,4438 2920 1320,2
KH79,3-9-2023,G5,4029,3
KH79,3-9-2023,G4,92737 33997 18851 60864 32334 93266 82895,4
KH79,3-9-2023,G3,27456 62422,6
KH79,3-9-2023,G2,87630,7
KH79,3-9-2023,G1,72627,8
KH79,3-9-2023,ĐB,020954,9
KH79,6-9-2023,G8,21,0
KH79,6-9-2023,G7,371,1
KH79,6-9-2023,G6,5698 5262 1741,2
KH79,6-9-2023,G5,7327,3
KH79,6-9-2023,G4,46139 98421 34800 24766 51255 08147 74704,4
KH79,6-9-2023,G3,81088 48245,6
KH79,6-9-2023,G2,22471,7
KH79,6-9-2023,G1,90252,8
KH79,6-9-2023,ĐB,392296,9
KH79,10-9-2023,G8,20,0
KH79,10-9-2023,G7,873,1
KH79,10-9-2023,G6,1788 8417 8435,2
KH79,10-9-2023,G5,3413,3
