province_code,date,title,prize_codes,prize_order
KH79,18-9-2024,G6,7133 3591 8883,2
KH79,18-9-2024,G5,3794,3
KH79,18-9-2024,G4,53695 85635 03015 05915 08053 08588 06736,4
KH79,18-9-2024,G3,86507 28803,6
KH79,18-9-2024,G2,49553,7
KH79,18-9-2024,G1,98366,8
KH79,18-9-2024,ĐB,258782,9
KH79,29-9-2024,G8,20,0
KH79,29-9-2024,G7,323,1
KH79,29-9-2024,G6,9094 7905 9900,2
KH79,29-9-2024,G5,4597,3
KH79,29-9-2024,G4,58635 75684 86004 84239 03496 87118 96408,4
KH79,29-9-2024,G3,05428 21901,6
KH79,29-9-2024,G2,70333,7
KH79,29-9-2024,G1,29487,8
KH79,29-9-2024,ĐB,854940,9
KH79,2-10-2024,G8,59,0
KH79,2-10-2024,G7,911,1
KH79,2-10-2024,G6,2503 7949 1766,2
KH79,2-10-2024,G5,1623,3
KH79,2-10-2024,G4,63298 74642 42548 30811 17000 66891 25437,4
KH79,2-10-2024,G3,83161 53810,6
KH79,2-10-2024,G2,78347,7
KH79,2-10-2024,G1,52656,8
KH79,2-10-2024,ĐB,193108,9
KH79,6-10-2024,G8,10,0
KH79,6-10-2024,G7,070,1
KH79,6-10-2024,G6,7878 2680 8094,2
KH79,6-10-2024,G5,1229,3
KH79,6-10-2024,G4,34332 17771 27005 06299 84680 12282 77033,4
KH79,6-10-2024,G3,30664 00146,6
KH79,6-10-2024,G2,49727,7
KH79,6-10-2024,G1,74051,8
KH79,6-10-2024,ĐB,905378,9
KH79,9-10-2024,G8,35,0
KH79,9-10-2024,G7,917,1
KH79,9-10-2024,G6,4959 0828 8780,2
KH79,9-10-2024,G5,5374,3
KH79,9-10-2024,G4,56067 80221 99938 95065 88644 16725 90948,4
KH79,9-10-2024,G3,91118 12653,6
KH79,9-10-2024,G2,42216,7
KH79,9-10-2024,G1,90493,8
KH79,9-10-2024,ĐB,932806,9
KH79,13-10-2024,G8,76,0
KH79,13-10-2024,G7,520,1
KH79,13-10-2024,G6,7530 0665 3503,2
KH79,13-10-2024,G5,2827,3
KH79,13-10-2024,G4,33879 32074 34053 11993 42308 53208 55781,4
KH79,13-10-2024,G3,77377 18774,6
KH79,13-10-2024,G2,52830,7
KH79,13-10-2024,G1,43574,8
KH79,13-10-2024,ĐB,102182,9
KH79,16-10-2024,G8,51,0
KH79,16-10-2024,G7,143,1
KH79,16-10-2024,G6,6750 8359 6441,2
KH79,16-10-2024,G5,3540,3
KH79,16-10-2024,G4,53951 15311 50677 56561 07837 41598 93151,4
KH79,16-10-2024,G3,57705 70833,6
KH79,16-10-2024,G2,91790,7
KH79,16-10-2024,G1,08506,8
KH79,16-10-2024,ĐB,322496,9
KH79,20-10-2024,G8,88,0
KH79,20-10-2024,G7,301,1
KH79,20-10-2024,G6,5892 5919 2340,2
KH79,20-10-2024,G5,0045,3
KH79,20-10-2024,G4,46907 10519 04154 67179 82013 32671 80752,4
KH79,20-10-2024,G3,50080 26042,6
KH79,20-10-2024,G2,67489,7
KH79,20-10-2024,G1,23018,8
KH79,20-10-2024,ĐB,853766,9
KH79,23-10-2024,G8,61,0
KH79,23-10-2024,G7,530,1
KH79,23-10-2024,G6,5339 1151 5731,2
KH79,23-10-2024,G5,9152,3
KH79,23-10-2024,G4,17341 56318 16072 15220 06422 60770 80853,4
KH79,23-10-2024,G3,12316 56289,6
KH79,23-10-2024,G2,21548,7
KH79,23-10-2024,G1,86046,8
KH79,23-10-2024,ĐB,647225,9
KH79,30-10-2024,G8,68,0
KH79,30-10-2024,G7,943,1
KH79,30-10-2024,G6,1535 9876 1365,2
KH79,30-10-2024,G5,1678,3
KH79,30-10-2024,G4,71213 11474 03569 30894 66005 36352 43835,4
KH79,30-10-2024,G3,93655 59193,6
KH79,30-10-2024,G2,86770,7
KH79,30-10-2024,G1,80096,8
KH79,30-10-2024,ĐB,145723,9
KH79,3-11-2024,G8,62,0
KH79,3-11-2024,G7,601,1
KH79,3-11-2024,G6,3761 4582 0572,2
KH79,3-11-2024,G5,3255,3
KH79,3-11-2024,G4,29684 49912 44835 93528 60719 56764 35487,4
KH79,3-11-2024,G3,48440 53399,6
KH79,3-11-2024,G2,06282,7
KH79,3-11-2024,G1,06086,8
KH79,3-11-2024,ĐB,950381,9
KH79,1-1-2025,G8,67,0
KH79,1-1-2025,G7,191,1
KH79,1-1-2025,G6,1275 3000 3947,2
KH79,1-1-2025,G5,6198,3
KH79,1-1-2025,G4,30001 55234 60691 93910 07485 77321 80383,4
KH79,1-1-2025,G3,45885 41921,6
KH79,1-1-2025,G2,71797,7
KH79,1-1-2025,G1,22946,8
KH79,1-1-2025,ĐB,866605,9
KH79,10-11-2024,G8,29,0
KH79,10-11-2024,G7,597,1
KH79,10-11-2024,G6,2844 6439 8142,2
KH79,10-11-2024,G5,8806,3
KH79,10-11-2024,G4,92439 64002 46432 34644 11209 66043 35733,4
KH79,10-11-2024,G3,96600 34049,6
KH79,10-11-2024,G2,52172,7
KH79,10-11-2024,G1,60601,8
KH79,10-11-2024,ĐB,620914,9
KH79,13-11-2024,G8,63,0
KH79,13-11-2024,G7,390,1
KH79,13-11-2024,G6,2369 3216 0054,2
KH79,13-11-2024,G5,4099,3
KH79,13-11-2024,G4,41805 16442 33093 77104 22938 81494 03398,4
KH79,13-11-2024,G3,72631 91602,6
KH79,13-11-2024,G2,89685,7
KH79,13-11-2024,G1,58304,8
KH79,13-11-2024,ĐB,318229,9
KH79,17-11-2024,G8,68,0
KH79,17-11-2024,G7,567,1
KH79,17-11-2024,G6,8496 9379 6484,2
KH79,17-11-2024,G5,3822,3
KH79,17-11-2024,G4,31883 17532 96722 58639 12291 94921 89372,4
KH79,17-11-2024,G3,43060 72083,6
KH79,17-11-2024,G2,81204,7
KH79,17-11-2024,G1,42379,8
KH79,17-11-2024,ĐB,082849,9
KH79,20-11-2024,G8,81,0
KH79,20-11-2024,G7,670,1
KH79,20-11-2024,G6,0787 3305 2641,2
KH79,20-11-2024,G5,9499,3
KH79,20-11-2024,G4,79480 42813 24745 15083 27126 50505 65022,4
KH79,20-11-2024,G3,49027 18784,6
KH79,20-11-2024,G2,76544,7
KH79,20-11-2024,G1,54587,8
KH79,20-11-2024,ĐB,451065,9
KH79,24-11-2024,G8,10,0
KH79,24-11-2024,G7,655,1
KH79,24-11-2024,G6,2516 4571 2537,2
KH79,24-11-2024,G5,0784,3
KH79,24-11-2024,G4,11083 23605 70809 04908 45043 32430 43027,4
KH79,24-11-2024,G3,04615 91319,6
KH79,24-11-2024,G2,14276,7
KH79,24-11-2024,G1,30279,8
KH79,24-11-2024,ĐB,890780,9
KH79,27-11-2024,G8,90,0
KH79,27-11-2024,G7,144,1
KH79,27-11-2024,G6,8909 0404 3531,2
KH79,27-11-2024,G5,0137,3
KH79,27-11-2024,G4,13018 56080 22080 75711 11769 06240 79148,4
KH79,27-11-2024,G3,52819 30546,6
KH79,27-11-2024,G2,59275,7
KH79,27-11-2024,G1,21084,8
KH79,27-11-2024,ĐB,999670,9
KH79,1-12-2024,G8,81,0
KH79,1-12-2024,G7,140,1
KH79,1-12-2024,G6,9845 0147 6053,2
KH79,1-12-2024,G5,4598,3
KH79,1-12-2024,G4,62372 28172 79718 65625 12186 65583 12136,4
KH79,1-12-2024,G3,80188 64678,6
KH79,1-12-2024,G2,11214,7
KH79,1-12-2024,G1,94347,8
KH79,1-12-2024,ĐB,139966,9
KH79,4-12-2024,G8,07,0
KH79,4-12-2024,G7,429,1
KH79,4-12-2024,G6,8808 0188 3330,2
KH79,4-12-2024,G5,1826,3
KH79,4-12-2024,G4,99698 29084 50017 95497 29641 08384 55359,4
KH79,4-12-2024,G3,75398 04110,6
KH79,4-12-2024,G2,30396,7
KH79,4-12-2024,G1,98981,8
KH79,4-12-2024,ĐB,889586,9
KH79,8-12-2024,G8,72,0
KH79,8-12-2024,G7,625,1
KH79,8-12-2024,G6,2656 4137 8798,2
KH79,8-12-2024,G5,2772,3
KH79,8-12-2024,G4,43356 46332 94131 56938 09733 10932 54490,4
KH79,8-12-2024,G3,58742 66240,6
KH79,8-12-2024,G2,34090,7
KH79,8-12-2024,G1,16011,8
KH79,8-12-2024,ĐB,595848,9
KH79,11-12-2024,G8,88,0
KH79,11-12-2024,G7,440,1
KH79,11-12-2024,G6,7995 0010 7973,2
KH79,11-12-2024,G5,8631,3
KH79,11-12-2024,G4,32441 40700 80966 96957 32366 87754 81464,4
KH79,11-12-2024,G3,06079 10015,6
KH79,11-12-2024,G2,63849,7
KH79,11-12-2024,G1,91112,8
KH79,11-12-2024,ĐB,261394,9
KH79,15-12-2024,G8,69,0
KH79,15-12-2024,G7,549,1
KH79,15-12-2024,G6,9241 5228 7228,2
KH79,15-12-2024,G5,3603,3
KH79,15-12-2024,G4,56302 73709 06402 88910 39759 21396 78416,4
KH79,15-12-2024,G3,26636 01122,6
KH79,15-12-2024,G2,96954,7
KH79,15-12-2024,G1,69054,8
KH79,15-12-2024,ĐB,085943,9
KH79,18-12-2024,G8,26,0
KH79,18-12-2024,G7,890,1
KH79,18-12-2024,G6,1420 7796 4112,2
KH79,18-12-2024,G5,6840,3
KH79,18-12-2024,G4,79054 44309 81080 33603 23644 22695 16721,4
KH79,18-12-2024,G3,03814 04276,6
KH79,18-12-2024,G2,66768,7
KH79,18-12-2024,G1,64213,8
KH79,18-12-2024,ĐB,182546,9
KH79,22-12-2024,G8,08,0
KH79,22-12-2024,G7,733,1
KH79,22-12-2024,G6,4898 7408 2735,2
KH79,22-12-2024,G5,2816,3
KH79,22-12-2024,G4,05748 19488 72922 34207 16025 13024 64961,4
KH79,22-12-2024,G3,95033 00048,6
KH79,22-12-2024,G2,57480,7
KH79,22-12-2024,G1,18327,8
KH79,22-12-2024,ĐB,760556,9
KH79,29-12-2024,G8,32,0
KH79,29-12-2024,G7,010,1
KH79,29-12-2024,G6,6039 3333 4654,2
KH79,29-12-2024,G5,6328,3
KH79,29-12-2024,G4,84856 58134 39002 33234 17266 61558 02721,4
KH79,29-12-2024,G3,38791 37654,6
KH79,29-12-2024,G2,62559,7
KH79,29-12-2024,G1,86540,8
KH79,29-12-2024,ĐB,608216,9
